ID,Volume,Part,Page,Date,Author,Title,Imprint,Quotation,Headnotes
part3_p15_a4,Vol.2,part III,p15-17,1854.,"Case, M. P.","Chaucer and his Times,","[in] Bibliotheca Sacra, Andover, Mass., April, 1854, art. viii, 2nd series, vol. xi, pp. 394-416.","[Chaucer ""a dim and shadowy figure."" An account of the
age of Chaucer, Wiclif's religious reform, Edward III and his
Queen Philippa, &c.]
[p. 404] [Remarks on the 'foreign air' of Chaucer's language at a
cursory glance.]
The English tongue ... was a rude mass, rudis indi¬
gestaque moles, a material the most unpromising possible for
genius to find an utterance in. The French had been used
by the higher classes, Latin by the learned, and the Saxon
by the common people; and during the period of Norman
ascendency, for more than two centuries, the Anglo-Saxon
had ceased to be a written language. It was only a dialect
of slaves, the patois of a crushed and despised race ...
[p. 405] Rarely, if ever, has the history of letters recorded such
a phenomenon as we here behold. A great genius, one of
the world’s elect bards, arises in a country and in an age
where the language is an unfit and an insufficient medium for
his utterances, and where he must not only create his forms
and conceptions, but, in some sense, the language also, with
which to clothe them ...
[pp. 406- [Remarks on the uncertainty of the chronology of Chaucer's
7]
life and writings, followed by a criticism of 'the two capital
allegories of Chaucer, the Hous of Fame, and the Flour and
the Lefe.]
[p. 409] In the Canterbury Tales, our poet leaves this fanciful
region where he had so fondly lingered, and places before
us persons and scenes of the most matter-of-fact kind possible.
This was his last and greatest work; the labor of his old age.
[pp. 409- [Here follows a detailed criticism of the characters in the
14]
Prologue.]
[p. 414] In seeking for Chaucer's prominent characteristics, we
recognize at once his great descriptive power. Every scene
and every character lives before us. His naturalness, also,
is most observable. Nothing is artificial; nature reigns
supreme everywhere. He is, in fact, preëminently a poet of
nature. He is the poet of spring, of the singing of the birds,
of the zephyrs, and the flowers. He is no weak nor lazy
copyist; he takes nothing at second hand.
[pp. 414- [Chaucer contrasted with Byron.]
15]
[p. 415] The popularity of Chaucer has experienced various vicissi¬
tudes. In the age of Queen Elisabeth [sic], he was truly
regarded as the first of English poets; and Spenser, his fond
admirer and copyist, when dying, requested, as an especial
honor, to be buried near his tomb. At other periods he has
not been so generally read. ...
[Hindrances to his popularity, the grossness of the times,
and the obsoleteness of the language; the latter easily
surmountable.]
[p. 416] Whatever the general and popular estimation of his writings
may be, he will be read so long as a love for nature and truth
shall remain among those who speak the English language.
He was worthy to lead off that noble band of British bards,
who will long reflect glory on the English name. It is a
conspicuous place which he holds among his compeers in
that 'House of Fame', which he has so graphically described
to us.",
part3_p17_a1,Vol.2,part III,p17,1854.,"Clough, Arthur Hugh.","Letter to F. J. Child,","[dated] Sept. 2, 1854. [printed in] Prose Remains of A. H. Clough, 1888, p. 228-9.","I hope the Chaucer is going on prosperously. I think you
should adopt means to make the metre quite obvious, at any
sacrifice of typographical prettiness. Yet I don't like the
grave accent, 'When Zephyrus eke with his sotè breth,' and
should almost prefer the ĕ, sotĕ, but that it seems unmeaning
to use a mark of quantity. Yet it is not a case of accent,
either. I think I should in one way or another mark every
syllable that would not now be pronounced, grevĕs and levès
and Emperourè’s daughter—the most correct mark would be
ë: Emperourë’s; sotë. And I should prefix to the whole a
very plain and short statement of the usage in these points.
I suppose there is not much doubt about a few general rules,
though Chaucer did not regularly observe them, as, for ex¬
ample, the use of the ĕ in adjectives after definite articles,
which it seems to me he omits occasionally, with French
adjectives, as if it was a matter of ear rather than rule. So
also with such Saxon dissyllables, as tymĕ, which is not in¬
variably a dissyllable, I think. And yet it would be worth
while giving a list of such words as are liable to be dissyllables.
However, ere this, I daresay you have settled all these pre¬
liminaries. I don’t quite see what you should do about the
Miller's and the Reve's Tales. I think explanation might be
[p. 229] a little retrenched there, so as to leave them in the ""decent
obscurity of a learned language.","[For another letter by Clough on the same subject see above, 1853.]"
part3_p17_a2,Vol.2,part III,p17-18,1854.,"Lowell, James Russell.","Leaves from my Journal in Italy and Elsewhere,","[in] Graham’s Monthly, April-June, 1854 [not in B M. See Bibliography of J. R. Lowell by G. W. Cooke]. (Writings, Riverside Edn., ll vols., vol. i, p. 184.)","I cannot describe our drive [from Subiaco to Tivoli] ...
It is not often that we can escape the evil genius of analysis
that haunts our modern daylight of self-consciousness ...
and enjoy a day of right Chaucer.",
part3_p19_a1,Vol.2,part III,p19,[c. 1854.],"Rossetti, Dante Gabriel.","Beauty and the Bird,","[a sonnet, in] Poems, 1870 (edn. 2, 1870, 1st in B.M.) p. 278. (Collected Works, ed. W. M. Rossetti, 1897, 2 vols., vol. i, p. 286.)","She fluted with her mouth as when one sips ...
Till her fond bird, with little turns and dips,
Piped low to her of sweet companionships.
And when he made an end, some seed took she
And fed him from her tongue ...
And like the child in Chaucer, on whose tongue
The Blessed Mary laid, when he was dead,
A grain,—who straightway praised her name in song:
Even so, when she, a little lightly red,
Now turned on me and laughed, I heard the throng
Of inner voices praise her golden head.","[Placed chronologically in the Collected Works after a poem attributed to about 1854 (see note, vol. i, p. 521). Mr. W. M. Rossetti (ib. vol. i, p. xxvii), after giving a list of poets who influenced D. G. Rossetti, says: ""The reader may perhaps be surprised to find some names unmentioned in this list ... Chaucer, Spenser, the Elizabethan dramatists (other than Shakespeare). Milton, Dryden, Pope, Wordsworth, are unnamed. It should not be supposed that he read them not at all or cared not for any of them; but if we except Chaucer in a rather loose way ... they were comparatively neglected.""]"
part3_p19_a2,Vol.2,part III,p19,1854.,"Thoreau, Henry David.","Walden,","Boston, p. 228. (Writings, Riverside Edn., 1894-5, 10 vols., vol. ii, pp. 330-31.)","Thus far I am of the opinion of Chaucer’s nun, who
Yave not of the text a pulled hen
That saith that hunters ben not holy men.
Prol. ll. 177-8.","[It was, of course, not the nun, but the monk, who held this opinion.]"
part3_p19_a3,Vol.2,part III,p19-20,1854.,Unknown.,"The Crystal Palace,","[in] Blackwood's Edinburgh Magazine, Sept. 1854, vol. Ixxvi, p. 335.","We summon then, our oldest poet, to celebrate as afar off,
for coming time, our newest Crystal Palace and its wonders, in
OF THE CRYSTAL PALACE.
CHAUCER'S DREAM
'As I slept I dreamt I was
Within a temple made of glass ...
Of metal that shone out full clear. ...
[Hous of Fame, ll. 119-27, and other passages strung together.]","[For a parallel see above, 1851, Notes and Queries, May 10.]"
part3_p1_a1,Vol.2,part III,p1,1851.,"Craik, George Lillie.","Outlines of the History of the English Language . . . for Colleges and Schools,","pp. 62, 70, 87-8 [Chaucer did not introduce French diction, the Testament of Love quoted as genuine], 95-102, 110-15, 117 [Chaucer’s English transitional, many references to Guest's History of English Rhythms], 136-6, Illustrative Specimens [from the Reves T. and Persones T.]",,
part3_p1_a2,Vol.2,part III,p1,1851.,"Emerson, Ralph Waldo.","The Conduct of Life,","London, 1860, pp. 5-6 [Essay on Fate, Knightes Tale, ll. 1663-72, quoted], 40 [Hous of Fame, ll. 43-51, quoted], 116 [Essay on Culture], 182 [Essay on Worship, Legend of Good Women, Il. 1037-43, quoted for ""Chaucer’s extraordinary confusion of heaven and earth in the picture of Dido""]. (Works, Centenary Edition, 1903, 12 vols., vol. vi, pp. 5, 6, 46, 132, 207.)",,"[Delivered as lectures in 1851, and published at Boston in 1860; the London reprint of the same year is the first edn. in B.M.]"
part3_p1_a3,Vol.2,part III,p1,1851.,"Emerson, Ralph Waldo.",Journal,"[quoted in notes to Representative Men, Centenary Edition, [1903,] vol. iv, p. 374].","[Emerson notices the absence in Goethe’s Faust of] the
cheerful, radiant, profuse beauty of which Shakspeare, of
which Chaucer, had the secret.",
part3_p1_a4,Vol.2,part III,p1-3,1851.,"FitzGerald, Edward.","Euphranor, a Dialogue on Youth,","pp. 63-6, 70. (Letters and Literary Remains, ed. W. A. Wright, 1902-3, 7 vols., vol. vi, pp. 237-40, 243-4, 246-7.)","[p. 63]
[Quotation of Prol., Il. 79-100:
'With him there was his Sonn, a yongé Squire. ..
to
'And karft before his Fadir at the table.']
'Chaucer, however,' said Euphranor when he had finished
[p. 64] the passage, 'allows his young squire more accomplish¬
ments than you would trust him with, Doctor. See, he
dances, draws, and even writes songs–quite a petit maître.'
'But also,' I added, 'is of ""grete strength,"" ""fair y-rides,""
and had already ""born him well in Chivauchie."" Besides,' con¬
tinued I ... 'in those days, you know, there was scarce any
reading, which usurps so much of knighthood now. Men left
that to the clergy; contented, as we before agreed, to follow
their bidding to pilgrimages and holy wars. Some gentler
accomplishments were needed then to soften manners, just as
we want rougher ones to fortify ours. ...
[p. 65] 'And look at dear old Chaucer himself,' said I, 'how the
fresh air of the Kent hills, over which he rode four hundred
years ago, breathes in his verses still. They have a perfume
like fine old hay, that will not lose its sweetness, having been
cut and carried so fresh. All his poetry bespeaks a man of
sound mind and body.'
[p. 66] [Chaucer and Shakespeare men of business.]
[p. 70] [Tenderness of Chaucer and Shakespeare.]
[In May, 1882, FitzGerald caused to be printed 50 copies
of a revised edn. of Euphranor. In this the passage on p. 65
of the 1851 edn., quoted above, disappears; while another
is inserted, which concludes (p. 50) with the following
paragraph:]
""They [Pepys and Parson Adams] were both prefigured
among those Canterbury Pilgrims so many years before,"" said I.
""Only think of it! Some nine-and-twenty, I think, 'by
aventure yfalle in feleweship,' High and Low, Rich and Poor,
Saint and Sinner, Cleric and Lay, Knight, Ploughman,
Prioress, Wife of Bath, Shipman, hunting Abbot-like Fryar,
Poor Parson (Adams' Progenitor) — Webster (Pepys’)—on
rough-riding 'Stot' or ambling Palfrey, marshall'd by mine
Host of the Tabard to the music of the Miller’s Bag-pipes, on
their sacred errand to St. Thomas'; and one among them
taking note of all in Verse still fresh as the air of those
Kentish hills they travelled over on that April morning four
hundred years ago.""
[Corresponding to the passing allusion on p. 70 of edn. 1851
to 'the whole familiar tenderness of this very Shakspeare and
Chaucer of ours' is (pp. 53-4) the following:]
""Wordsworth ?"" said I—a man of the Milton rather than
of the Chaucer and Shakspeare type–without humour, like
the rest of his Brethren of the Lake.""
""Not but he loves Chaucer as much as you can, Doctor,
for those fresh touches of Nature, and tenderness of Heart—
insomuch that he has re-cast the Jew of Lincoln's Story into
a form more available for modern readers.""
""And successfully?""
""Ask Lexilogus— Ah! I forgot that he never read
Chaucer...""
author of The Broad Stone of Honour, to Chaucer’s Squire in
[On p. 56 is added a comparison of Sir Kenelm Digby,
physical strength, and to Chaucer himself in his eye for
humours.]",
